date_time,song,artist,album,link,date_added
"2024-12-17T16:36:48.399Z","Doo Wop (That Thing)","Ms. Lauryn Hill","The Miseducation of Lauryn Hill","https://open.spotify.com/track/0uEp9E98JB5awlA084uaIg","2024-12-17T23:51:37.053Z"
"2024-12-17T16:37:42.199Z","Bitch, Don’t Kill My Vibe","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","https://open.spotify.com/track/5h5tBFnbcVioFXiOixTn6E","2024-12-17T23:51:37.054Z"
"2024-12-17T16:39:28.310Z","Doo Wop (That Thing)","Ms. Lauryn Hill","The Miseducation of Lauryn Hill","https://open.spotify.com/track/0uEp9E98JB5awlA084uaIg","2024-12-17T23:51:37.054Z"
"2024-12-17T16:48:17.775Z","Timeless (with Playboi Carti)","The Weeknd","Timeless","https://open.spotify.com/track/2Kbc5HFurzJ33w6y0PAuIM","2024-12-17T23:51:37.054Z"
"2024-12-17T16:51:20.759Z","Crazy Tings","Tems","Crazy Tings","https://open.spotify.com/track/5VQagemEOLpJJikcLzDNYR","2024-12-17T23:51:37.054Z"
"2024-12-17T17:03:55.863Z","Clint Eastwood","Gorillaz","Gorillaz","https://open.spotify.com/track/1RKUoGiLEbcXN4GY4spQDx","2024-12-17T23:51:37.054Z"
"2024-12-17T17:09:20.543Z","Spaceship","Kanye West","The College Dropout","https://open.spotify.com/track/1ko2NuvWlQdxtNRc8QQzmT","2024-12-17T23:51:37.054Z"
"2024-12-17T17:11:49.666Z","Ned Flanders (feat. A$AP Ferg) (STWO Remix)","MadeinTYO","Ned Flanders (feat. A$AP Ferg) [STWO Remix]","https://open.spotify.com/track/6nDkKEIMPcbAFXA9qk28MF","2024-12-17T23:51:37.054Z"
"2024-12-17T17:15:11.666Z","I Fall In Love Too Easily","Chet Baker","Chet Baker Sings","https://open.spotify.com/track/0F845nujLVqCb0XMZCh5Pc","2024-12-17T23:51:37.054Z"
"2024-12-17T17:18:03.460Z","Stick Talk","Future","DS2 (Deluxe)","https://open.spotify.com/track/20fAoPjfYltmd3K3bO7gbt","2024-12-17T23:51:37.055Z"
"2024-12-17T17:23:14.740Z","Bitch, Don’t Kill My Vibe","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","https://open.spotify.com/track/5h5tBFnbcVioFXiOixTn6E","2024-12-17T23:51:37.055Z"
"2024-12-17T17:27:57.732Z","Roses","Kanye West","Late Registration","https://open.spotify.com/track/51w2uhHVvzmqCd3leyDIY2","2024-12-17T23:51:37.055Z"
"2024-12-17T17:31:59.935Z","You Ain't Gotta Lie (Momma Said)","Kendrick Lamar","To Pimp A Butterfly","https://open.spotify.com/track/7A3ETuOrieyx9KSF0sn0Zf","2024-12-17T23:51:37.055Z"
"2024-12-17T17:36:37.428Z","4th Chamber","GZA","Liquid Swords","https://open.spotify.com/track/4qfUlchVD7WM4JhA5xio6m","2024-12-17T23:51:37.055Z"
"2024-12-17T17:40:55.137Z","Bebey - SN1 Road Mix","Theophilus London","Bebey","https://open.spotify.com/track/5EQtuh308GNBkXxDszK2fs","2024-12-17T23:51:37.055Z"
"2024-12-17T18:00:42.628Z","untitled 03 | 05.28.2013.","Kendrick Lamar","untitled unmastered.","https://open.spotify.com/track/2fgAJeky8Cpsr8Cfvn2NVp","2024-12-17T23:51:37.055Z"
"2024-12-17T18:22:55.599Z","The Boondocks Main Title","Asheru","The Boondocks (Music from the Animated Series) [Bonus Edition]","https://open.spotify.com/track/4QZcPJBcfpz5vP9FoOcWvB","2024-12-17T23:51:37.055Z"
"2024-12-17T18:27:12.005Z","Machine Gun Funk - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","https://open.spotify.com/track/2bXI4Rbw1D7aVeHWLjn1Lb","2024-12-17T23:51:37.055Z"
"2024-12-17T18:29:39.494Z","In My Room","Frank Ocean","In My Room","https://open.spotify.com/track/4S4Mfvv03M1cHgIOJcbUCL","2024-12-17T23:51:37.055Z"
"2024-12-17T20:38:25.803Z","No Merci","Little Simz","NO THANK YOU","https://open.spotify.com/track/552lBxKLGjerBDS8VYHOJn","2024-12-17T23:51:37.055Z"
"2024-12-17T20:42:10.335Z","Allure","JAY-Z","The Black Album","https://open.spotify.com/track/1aTZLg2n88hMFMKJXQveig","2024-12-17T23:51:37.055Z"
"2024-12-17T20:50:19.365Z","I Get Around","2Pac","Strictly 4 My N.I.G.G.A.Z...","https://open.spotify.com/track/4voEoczU7Ijborps9XF1n3","2024-12-17T23:51:37.055Z"
"2024-12-17T20:53:57.648Z","Platinum Plus (feat. Big Daddy Kane)","Big L","The Big Picture","https://open.spotify.com/track/2qbe60QAa0sTBpkjR6jtrh","2024-12-17T23:51:37.055Z"
"2024-12-17T20:57:41.428Z","Heart Of The City (Ain't No Love)","JAY-Z","The Blueprint (Explicit Version)","https://open.spotify.com/track/6gpZSI0xEMTzleBc5ykOVA","2024-12-17T23:51:37.055Z"
"2024-12-17T21:00:48.910Z","Blast","Reflection Eternal","Train Of Thought","https://open.spotify.com/track/1l7xvA5XajmKQDo1h8Vc3K","2024-12-17T23:51:37.055Z"
"2024-12-17T21:03:18.255Z","Intro: Babs","Benny The Butcher","Tana Talk 3","https://open.spotify.com/track/1mawXJroyhDMLnrfnXjC6d","2024-12-17T23:51:37.055Z"
"2024-12-17T21:06:41.277Z","Hilary $Wank","Joey Bada$$","Summer Knights","https://open.spotify.com/track/5OM3RuosTT4YEVsd8w0eV4","2024-12-17T23:51:37.055Z"
"2024-12-17T21:22:09.668Z","Feelin' It","JAY-Z","Reasonable Doubt","https://open.spotify.com/track/2lEuz5U4338FPZ3kh1hThb","2024-12-17T23:51:37.055Z"
"2024-12-17T21:24:46.440Z","98 Freestyle","Big L","The Big Picture","https://open.spotify.com/track/1uGTCoVTGxqtQPthUf1TUg","2024-12-17T23:51:37.055Z"
"2024-12-17T21:27:40.169Z","Dear Summer","Memphis Bleek","534","https://open.spotify.com/track/5VkuqayHiiU5ZHyYEH4Oeb","2024-12-17T23:51:37.055Z"
"2024-12-17T21:30:49.668Z","Weekends In The Perry's (feat. Boldy James)","Benny The Butcher","Tana Talk 4","https://open.spotify.com/track/2r5G6pNUrUrNs1IjNVB9y0","2024-12-17T23:51:37.055Z"
"2024-12-17T21:34:46.629Z","Frontin' (feat. JAY-Z) - Club Mix","Pharrell Williams","The Neptunes Present... Clones","https://open.spotify.com/track/0iFOG4Ki9aDmJUYUFHQlPG","2024-12-17T23:51:37.055Z"
"2024-12-17T21:37:41.566Z","Marcy Me","JAY-Z","4:44","https://open.spotify.com/track/5oynsOy80DnodTslgaj3cr","2024-12-17T23:51:37.055Z"
"2024-12-17T21:47:08.955Z","Warning - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","https://open.spotify.com/track/33rsCCLHklTQav9klbpnAi","2024-12-17T23:51:37.055Z"
"2024-12-17T22:07:20.490Z","Pick It Up","Redman","Muddy Waters","https://open.spotify.com/track/7l3ZNXBVVdhBz13Vo0kbLz","2024-12-17T23:51:37.055Z"
"2024-12-17T22:10:46.506Z","Thowy's Revenge","Benny The Butcher","Tana Talk 4","https://open.spotify.com/track/7rkJh3dzU6zMugz863ScA9","2024-12-17T23:51:37.055Z"
"2024-12-17T22:13:44.576Z","Thowy's Revenge","Benny The Butcher","Tana Talk 4","https://open.spotify.com/track/7rkJh3dzU6zMugz863ScA9","2024-12-17T23:51:37.055Z"
"2024-12-17T22:16:37.102Z","Identity Theft","Kodak Black","Dying to Live","https://open.spotify.com/track/48KTGG6wBPpleE5KsTuiwy","2024-12-17T23:51:37.055Z"
"2024-12-17T22:22:25.907Z","#longlivesteelo","Joey Bada$$","Summer Knights","https://open.spotify.com/track/2CNRu6NMtlCTNlrZ1NL6Hz","2024-12-17T23:51:37.055Z"
"2024-12-17T22:25:33.451Z","Flamboyant","Big L","The Big Picture","https://open.spotify.com/track/0PR8BxQCDfgk2PoZD6J95E","2024-12-17T23:51:37.055Z"
"2024-12-17T22:29:09.585Z","Just Another Case","Cru","Da Dirty 30","https://open.spotify.com/track/60KWmDnLE9jB9dHVkhlu3P","2024-12-17T23:51:37.055Z"
"2024-12-17T22:35:18.372Z","Spar (feat. 6LACK & Kodak Black)","Dreezy","Spar (feat. 6LACK & Kodak Black)","https://open.spotify.com/track/24lORMRGMv9sXpZJdN1PVm","2024-12-17T23:51:37.055Z"
"2024-12-17T22:39:14.885Z","Headlines","Drake","Take Care (Deluxe)","https://open.spotify.com/track/6LxSe8YmdPxy095Ux6znaQ","2024-12-17T23:51:37.055Z"
"2024-12-17T22:44:36.972Z","A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)","A$AP Rocky","TESTING","https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq","2024-12-17T23:51:37.055Z"
"2024-12-17T22:48:38.813Z","Proud Of U (feat. Young Thug)","EARTHGANG","Mirrorland","https://open.spotify.com/track/4u8xrKWeF7xBO9kGwIk6u7","2024-12-17T23:51:37.055Z"
"2024-12-17T23:30:11.805Z","Out Of My Way","RIMON","Out Of My Way","https://open.spotify.com/track/62tz6SFL395514c4ZXCnQa","2024-12-17T23:51:37.055Z"
"2024-12-17T23:33:34.524Z","In A Loop","Boj","Gbagada Express","https://open.spotify.com/track/4n1SykKn2Da29B4riTa41U","2024-12-17T23:51:37.055Z"
"2024-12-17T23:35:45.527Z","All Caps","Madvillain","Madvillainy","https://open.spotify.com/track/21O0XXPEWPtePt5RMY93Ob","2024-12-17T23:51:37.055Z"
"2024-12-17T23:39:46.621Z","All Mine","Portishead","Portishead","https://open.spotify.com/track/785Qya5mtMUwBQtuypVqrx","2024-12-17T23:51:37.055Z"
"2024-12-17T23:45:15.229Z","Skeletun","Tekno","Skeletun","https://open.spotify.com/track/3QjgCsPJH5Z2VnTCDYPurE","2024-12-17T23:51:37.055Z"
"2024-12-17T23:53:01.190Z","FEAR.","Kendrick Lamar","DAMN.","https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6","2024-12-18T00:01:02.177Z"
"2024-12-17T23:54:45.079Z","My Way Home","Kanye West","Late Registration","https://open.spotify.com/track/4e6WcZIII1aNRiCAGLxZUH","2024-12-18T00:01:02.179Z"
"2024-12-17T23:58:31.217Z","King TROUP","Young Thug","I'm Up","https://open.spotify.com/track/6uJmfWyFMLGCjvvRF5mpG9","2024-12-18T00:01:02.179Z"
"2024-12-18T00:01:26.322Z","Bullet From A Gun","Skepta","Ignorance is Bliss","https://open.spotify.com/track/0gEV1AR0gd59DzrMJalYcK","2024-12-18T00:01:29.821Z"
"2024-12-18T00:55:12.537Z","Marcy Me","JAY-Z","4:44","https://open.spotify.com/track/5oynsOy80DnodTslgaj3cr","2024-12-18T00:57:52.673Z"
"2024-12-18T00:57:59.567Z","Co-Star","Amaarae","Fountain Baby","https://open.spotify.com/track/0uiHiwJzQvWLTETzEZRxFG","2024-12-18T01:04:00.690Z"
"2024-12-18T01:01:21.528Z","I Fall In Love Too Easily","Chet Baker","Chet Baker Sings","https://open.spotify.com/track/0F845nujLVqCb0XMZCh5Pc","2024-12-18T01:04:00.690Z"
"2024-12-18T11:14:17.333Z","The Midnight Sun Will Never Set","Quincy Jones","I Dig Dancers","https://open.spotify.com/track/6byHlhAt3mAYh387fumyqh","2024-12-18T13:30:13.372Z"
"2024-12-18T11:19:39.652Z","Earned It","Chief Keef","Earned It","https://open.spotify.com/track/5aSTOtjXKNN45eXbHUYsCM","2024-12-18T13:30:13.372Z"
"2024-12-18T11:19:46.563Z","Earned It","Chief Keef","Earned It","https://open.spotify.com/track/5aSTOtjXKNN45eXbHUYsCM","2024-12-18T13:30:13.372Z"
"2024-12-18T11:27:56.034Z","If I Ruled the World (Imagine That) (feat. Lauryn Hill)","Nas","It Was Written","https://open.spotify.com/track/5PQmSHzWnlgG4EBuIqjac2","2024-12-18T13:30:13.372Z"
"2024-12-18T11:35:38.873Z","Ti Jon Poca","Lucibela","Laço Umbilical (Bonus Version)","https://open.spotify.com/track/7HgbVzIrN8zs0eIn5cZY1a","2024-12-18T13:30:13.372Z"
"2024-12-18T11:37:17.935Z","Pain","PinkPantheress","to hell with it","https://open.spotify.com/track/4S4QJfBGGrC8jRIjJHf1Ka","2024-12-18T13:30:13.372Z"
"2024-12-18T11:47:19.086Z","Hood Politics","Kendrick Lamar","To Pimp A Butterfly","https://open.spotify.com/track/2UOYzhusMTypF7oAQwksCj","2024-12-18T13:30:13.372Z"
"2024-12-18T11:54:07.224Z","Wouldn't You Like To…","Malik Yusef","The Great Chicago Fire A Cold Day In Hell","https://open.spotify.com/track/4o5C0nLaBZbMxUrejb5FUV","2024-12-18T13:30:13.372Z"
"2024-12-18T12:09:49.703Z","Mongkok Madness","Jianbo","Mongkok Madness","https://open.spotify.com/track/1Qq3EG9VyB9ktDl6eBiZpK","2024-12-18T13:30:13.372Z"
"2024-12-18T12:21:24.043Z","Give Me a Prayer","st3.ve0","Give Me a Prayer","https://open.spotify.com/track/5u5UpaWzVjIVCWnXjOJBMg","2024-12-18T13:30:13.372Z"
"2024-12-18T12:25:43.170Z","One Beer","MF DOOM","MM..FOOD","https://open.spotify.com/track/4BnrGx9tWNF8aiXl1UhDBa","2024-12-18T13:30:13.372Z"
"2024-12-18T12:33:34.253Z","That Girl","Pharrell Williams","In My Mind","https://open.spotify.com/track/1Vl4ESWb6U7gKSPfK4qenq","2024-12-18T13:30:13.372Z"
"2024-12-18T12:38:08.991Z","Wat U Sed (feat. Doechii & Kal Banx)","Isaiah Rashad","The House Is Burning","https://open.spotify.com/track/0VYchQkqpeEyh95D1pWqy2","2024-12-18T13:30:13.372Z"
"2024-12-18T12:42:17.587Z","Trillmatic (feat. A$AP Nast & Method Man)","A$AP Mob","Trillmatic (feat. A$AP Nast & Method Man)","https://open.spotify.com/track/4QZxGuNnoAth7qxzVOd3oR","2024-12-18T13:30:13.372Z"
"2024-12-18T12:46:31.594Z","I Got 5 On It","Luniz","Operation Stackola","https://open.spotify.com/track/4IYKjN1DrYzxKXt0umJqsG","2024-12-18T13:30:13.372Z"
"2024-12-18T12:50:33.604Z","No Opp Left Behind [ChopNotSlop Remix]","21 Savage","SAVAGE MODE II [CHOPPED NOT SLOPPED]","https://open.spotify.com/track/6gZnEG5qJOAyuV244wazeL","2024-12-18T13:30:13.372Z"
"2024-12-18T13:13:10.653Z","The End of the World","Skeeter Davis","The Essential Skeeter Davis","https://open.spotify.com/track/5DTOOkooKFUvWj1XQTFa09","2024-12-18T13:30:13.372Z"
"2024-12-18T13:24:51.940Z","Daddy's Birthday","Young Thug","Beautiful Thugger Girls","https://open.spotify.com/track/347hgqCHnL4GfgVX5hZfNv","2024-12-18T13:30:13.372Z"
"2024-12-18T17:11:19.694Z","Party And Bullshit","The Notorious B.I.G.","Whos The Man ? Soundtrack","https://open.spotify.com/track/5mqPg2dyqb1gBNyg9ycGcT","2024-12-19T12:03:17.219Z"
"2024-12-18T17:13:51.177Z","Buried Alive Interlude","Drake|Kendrick Lamar","Take Care (Deluxe)","https://open.spotify.com/track/1ZyudLFv35SRvY5SvTZqJx","2024-12-19T12:03:17.219Z"
"2024-12-18T17:17:03.834Z","Free Lunch","Isaiah Rashad","The Sun's Tirade","https://open.spotify.com/track/5FX89IUKm9QJT9ymrmyK4k","2024-12-19T12:03:17.219Z"
"2024-12-18T17:20:58.577Z","Numbers On The Boards","Pusha T","My Name Is My Name","https://open.spotify.com/track/4XkXgUNDVBMj3oJoE8yspZ","2024-12-19T12:03:17.219Z"
"2024-12-18T17:26:09.989Z","Really Be (Smokin N Drinkin)","YG|Kendrick Lamar","My Krazy Life","https://open.spotify.com/track/09WkOmmVBwqii0dT7SdRTQ","2024-12-19T12:03:17.219Z"
"2024-12-18T17:30:41.367Z","The Heart Pt 3 (feat. Kendrick Lamar, Ab-Soul & Jay Rock)","Black Hippy|Kendrick Lamar|Ab-Soul|Jay Rock","Black Hippy","https://open.spotify.com/track/097e3OID9lx9sBTZvMvmcm","2024-12-19T12:03:17.219Z"
"2024-12-18T17:32:00.593Z","Riot","XXXTENTACION","Riot","https://open.spotify.com/track/4aOOExMBUyxKnEYb39SrTg","2024-12-19T12:03:17.219Z"
"2024-12-18T17:35:25.901Z","The Hillbillies","Baby Keem|Kendrick Lamar","The Hillbillies","https://open.spotify.com/track/1h6w4POXM2LfG4ZD4xUfZQ","2024-12-19T12:03:17.219Z"
"2024-12-18T17:38:17.298Z","Brambleton","Pusha T","It's Almost Dry","https://open.spotify.com/track/7qQMtg44hxQ0ga7NhyyNxR","2024-12-19T12:03:17.219Z"
"2024-12-18T17:42:33.693Z","Machine Gun Funk - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","https://open.spotify.com/track/2bXI4Rbw1D7aVeHWLjn1Lb","2024-12-19T12:03:17.219Z"
"2024-12-18T17:48:04.964Z","Wat's Wrong (feat. Zacari & Kendrick Lamar)","Isaiah Rashad|Zacari|Kendrick Lamar","The Sun's Tirade","https://open.spotify.com/track/2RPbEp0DyBVlkRvvYKopO7","2024-12-19T12:03:17.219Z"
"2024-12-18T19:12:28.239Z","4th Dimension","KIDS SEE GHOSTS|Louis Prima","KIDS SEE GHOSTS","https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b","2024-12-19T12:03:17.219Z"
"2024-12-18T19:15:14.917Z","The Games We Play","Pusha T","DAYTONA","https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn","2024-12-19T12:03:17.219Z"
"2024-12-18T19:19:27.660Z","family ties (with Kendrick Lamar)","Baby Keem|Kendrick Lamar","The Melodic Blue","https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN","2024-12-19T12:03:17.219Z"
"2024-12-18T19:21:59.021Z","Serving (feat. Boldy James)","Rome Streetz|Boldy James","KISS THE RING","https://open.spotify.com/track/2fHvHDfHIaxDNmvxYZbvZy","2024-12-19T12:03:17.219Z"
"2024-12-18T19:25:22.962Z","Smile","Isaiah Rashad","Smile","https://open.spotify.com/track/3UNoPBNWST9mQleI5T53zL","2024-12-19T12:03:17.219Z"
"2024-12-18T19:29:43.419Z","Birds & The Beez","ScHoolboy Q|Kendrick Lamar","Setbacks","https://open.spotify.com/track/6TLSA1Tmw8RQxvAioq6je6","2024-12-19T12:03:17.219Z"
"2024-12-18T19:32:14.615Z","Let The Smokers Shine The Coupes","Pusha T","It's Almost Dry","https://open.spotify.com/track/3XyNi4ARXWBgzeDFKoJPqy","2024-12-19T12:03:17.219Z"
"2024-12-18T19:34:35.660Z","Fire","KIDS SEE GHOSTS","KIDS SEE GHOSTS","https://open.spotify.com/track/7oHkit3F3vimtsBbnZkU0G","2024-12-19T12:03:17.219Z"
"2024-12-18T19:37:56.838Z","Potholderz","MF DOOM|Count Bass D","MM..FOOD","https://open.spotify.com/track/1VZUXXUGqIxePaMUXkabRn","2024-12-19T12:03:17.219Z"
"2024-12-18T19:42:24.817Z","Can I Watch? (feat. Apani B as Nikki)","Viktor Vaughn|MF DOOM|Apani B","Vaudeville Villain","https://open.spotify.com/track/4i4P1ACAeWcyJTxQSd0prx","2024-12-19T12:03:17.219Z"
"2024-12-18T21:37:43.913Z","It Ain't Hard to Tell","Nas","Illmatic","https://open.spotify.com/track/2CPturRUlpvirYr7VpkXCV","2024-12-19T12:03:17.219Z"
"2024-12-18T21:41:16.627Z","Kill Jay Z","JAY-Z","4:44","https://open.spotify.com/track/2kh78Yka2tkYOx3XF9DVpu","2024-12-19T12:03:17.219Z"
"2024-12-18T21:45:20.959Z","Hasta Siempre","Carlos Puebla Y Los Tradicionales","Hasta Siempre","https://open.spotify.com/track/0A6nzrnr0lUreHRTx3fRru","2024-12-19T12:03:17.219Z"
"2024-12-18T21:52:37.240Z","I Want Your Love","Kelis","Kaleidoscope","https://open.spotify.com/track/69SaKt9dXbXVXcPxiPLwj7","2024-12-19T12:03:17.219Z"
"2024-12-18T21:55:37.431Z","At Last","Etta James","At Last!","https://open.spotify.com/track/4Hhv2vrOTy89HFRcjU3QOx","2024-12-19T12:03:17.219Z"
"2024-12-18T21:58:49.172Z","You Make Me Cool","Masayoshi Furukawa","COWBOY BEBOP (Original Motion Picture Soundtrack 2 - No Disc)","https://open.spotify.com/track/5NszI49EPEqVkSzDLPIC1d","2024-12-19T12:03:17.219Z"
"2024-12-18T22:02:12.792Z","Depth Of My Soul","Thievery Corporation|Shana Halligan","Saudade","https://open.spotify.com/track/7xFLjZhmTT8sLHJGqgoIpq","2024-12-19T12:03:17.219Z"
"2024-12-18T22:06:39.989Z","Late Nights & Heartbreak","Hannah Williams|The Affirmations","Late Nights & Heartbreak","https://open.spotify.com/track/5JtgrxeDRTTcBsYwKoYb8v","2024-12-19T12:03:17.219Z"
"2024-12-18T22:11:51.957Z","Roads","Portishead","Dummy","https://open.spotify.com/track/2sW8fmnISifQTRgnRrQTYW","2024-12-19T12:03:17.219Z"
"2024-12-18T22:18:14.345Z","The Awakening","Ahmad Jamal Trio","The Awakening","https://open.spotify.com/track/4QC4XLTPHiSdexDsKO5Vi7","2024-12-19T12:03:17.219Z"
"2024-12-18T22:21:53.977Z","Saudade Vem Correndo","Stan Getz|Luiz Bonfá|Maria Toledo","Jazz Samba Encore!","https://open.spotify.com/track/3QxAadrRx8aSEVd6Qzr8KF","2024-12-19T12:03:17.219Z"
"2024-12-18T22:25:40.243Z","Venus Fly","Grimes|Janelle Monáe","Art Angels","https://open.spotify.com/track/1QxbBB80IuPwhwW1ygGfPh","2024-12-19T12:03:17.219Z"
"2024-12-18T22:28:38.738Z","Love Me JeJe","Tems","Love Me JeJe","https://open.spotify.com/track/47hsUYxvbTlBAN3sP9dEOd","2024-12-19T12:03:17.219Z"
"2024-12-18T22:32:25.390Z","On & On","Erykah Badu","Baduizm","https://open.spotify.com/track/0tNuJpBgtE65diL6Q8Q7fI","2024-12-19T12:03:17.219Z"
"2024-12-18T22:36:44.441Z","Mafia","Kelis|Markita","Kaleidoscope","https://open.spotify.com/track/2sTcUsYUyBNIjZFrKMvG8A","2024-12-19T12:03:17.219Z"
"2024-12-18T22:42:24.829Z","I Used to Love Him (feat. Mary J. Blige)","Ms. Lauryn Hill|Mary J. Blige","The Miseducation of Lauryn Hill","https://open.spotify.com/track/3IRdgbdqDcmJBIa6TY2mKX","2024-12-19T12:03:17.219Z"
"2024-12-18T22:46:03.139Z","Sweet Va Breeze","DRAM","Big Baby DRAM","https://open.spotify.com/track/1IHIpeccfPzZF0ckApah5B","2024-12-19T12:03:17.219Z"
"2024-12-18T22:51:45.144Z","Amerimacka","Thievery Corporation|Notch","The Cosmic Game","https://open.spotify.com/track/55HeOFek7Rylb7FtNy5hli","2024-12-19T12:03:17.219Z"
"2024-12-18T22:54:31.184Z","Stuck In The Middle","Greentea Peng","GREENZONE 108","https://open.spotify.com/track/2Qrd7OU3sCUHfVWQn1RcqW","2024-12-19T12:03:17.219Z"
"2024-12-18T22:58:27.519Z","Blues for Mama","Nina Simone","Nina Simone Sings The Blues (Expanded Edition)","https://open.spotify.com/track/2vY3XKWiQ3gb4o0aXRtHjY","2024-12-19T12:03:17.219Z"
"2024-12-18T23:04:19.395Z","Glory Box","Portishead","Dummy","https://open.spotify.com/track/3Ty7OTBNSigGEpeW2PqcsC","2024-12-19T12:03:17.219Z"
"2024-12-18T23:04:36.301Z","You Look Like Rain","Morphine","Good","https://open.spotify.com/track/5QH3pNXpDzSIMziqX9lL1l","2024-12-19T12:03:17.219Z"
"2024-12-18T23:06:47.042Z","You Look Like Rain","Morphine","Good","https://open.spotify.com/track/5QH3pNXpDzSIMziqX9lL1l","2024-12-19T12:03:17.219Z"
"2024-12-19T11:44:48.600Z","Macondo","Óscar Chávez","20 Éxitos","https://open.spotify.com/track/1OJJnuXdoaPG6jjWYhpenO","2024-12-19T12:03:17.219Z"
"2024-12-19T11:47:37.372Z","Por Ti","Óscar Chávez","Singles","https://open.spotify.com/track/4ldMDMx5iRzfIdRVMEP8SI","2024-12-19T12:03:17.219Z"
"2024-12-19T11:52:52.586Z","Offshore (feat. Young Thug) - From Swaecation","Rae Sremmurd|Swae Lee|Slim Jxmmi|Young Thug","SR3MM","https://open.spotify.com/track/5J6D8QvlGZw9g5x38fAnjE","2024-12-19T12:03:17.219Z"
"2024-12-19T11:52:58.604Z","Sometimes","T.I BLAZE","Sometimes","https://open.spotify.com/track/172TikKKeEeGLMiHPdKR1J","2024-12-19T12:03:17.219Z"
"2024-12-19T11:55:46.756Z","Marcy Me","JAY-Z","4:44","https://open.spotify.com/track/5oynsOy80DnodTslgaj3cr","2024-12-19T12:03:17.219Z"
"2024-12-19T12:00:51.675Z","Con Mi Sombra","S-Tone Inc","Luz Y Sombra","https://open.spotify.com/track/4xDQM9OpvA2dh8EZARofyO","2024-12-19T12:03:17.220Z"
"2024-12-19T12:03:51.073Z","Por Ti","Óscar Chávez","20 Éxitos","https://open.spotify.com/track/3M81Ji4n51xQXD9KW317AK","2024-12-19T12:04:35.650Z"
"2024-12-19T12:08:44.287Z","Allure","JAY-Z","The Black Album","https://open.spotify.com/track/1aTZLg2n88hMFMKJXQveig","2024-12-19T15:47:17.012Z"
"2024-12-19T12:11:28.757Z","Scatter","Fireboy DML","Laughter, Tears & Goosebumps","https://open.spotify.com/track/0s3ZpsAaVCbWxDhLq2B2wh","2024-12-19T15:47:17.012Z"
"2024-12-19T12:14:19.352Z","0% QUÁ TÉLA","B I L L Y G","billy.exe","https://open.spotify.com/track/6pVIElCy8dD3ruxwzPmaSo","2024-12-19T15:47:17.012Z"
"2024-12-19T12:16:30.373Z","All Caps","Madvillain|Madlib|MF DOOM","Madvillainy","https://open.spotify.com/track/21O0XXPEWPtePt5RMY93Ob","2024-12-19T15:47:17.012Z"
"2024-12-19T12:19:35.594Z","Sometimes","T.I BLAZE","Sometimes","https://open.spotify.com/track/172TikKKeEeGLMiHPdKR1J","2024-12-19T15:47:17.012Z"
"2024-12-19T12:22:24.758Z","I.M.Y (Miss You)","Kodak Black","Institution","https://open.spotify.com/track/4ljFgxQtSqphJtLnqGt0UG","2024-12-19T15:47:17.012Z"
"2024-12-19T12:26:41.323Z","Oblivion","Grimes","Visions","https://open.spotify.com/track/4BY4V1T0RJK1HmD2Q0ClyK","2024-12-19T15:47:17.012Z"
"2024-12-19T12:30:26.835Z","Millionaire","Kelis|André 3000","Tasty","https://open.spotify.com/track/5dAauIxGC3TyZRGIsOwWDu","2024-12-19T15:47:17.012Z"
"2024-12-19T12:33:38.128Z","Naija Pt. II","Paxe","Naija Pt. II","https://open.spotify.com/track/4VJ1lumYKZpfOytM15dkE8","2024-12-19T15:47:17.012Z"
"2024-12-19T12:42:02.124Z","White Dress","Kanye West","The Man with the Iron Fists (Original Motion Picture Soundtrack)","https://open.spotify.com/track/1gTANFZlqRitzVx7YSenzA","2024-12-19T15:47:17.012Z"
"2024-12-19T12:46:00.692Z","It Wasn't Me","Shaggy|Rik Rok","Hot Shot","https://open.spotify.com/track/3WkibOpDF7cQ5xntM1epyf","2024-12-19T15:47:17.012Z"
"2024-12-19T12:49:45.063Z","YAH.","Kendrick Lamar","DAMN.","https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni","2024-12-19T15:47:17.012Z"
"2024-12-19T12:52:06.209Z","Gotta Have It","JAY-Z|Kanye West","Watch The Throne (Deluxe)","https://open.spotify.com/track/36mTP2gYrZ13YzytQ5p0QW","2024-12-19T15:47:17.012Z"
"2024-12-19T12:56:06.894Z","DOG EAT DOG II (feat. Cruel Santino and Bella Shmurda)","ODUMODUBLVCK|Cruel Santino|Bella Shmurda","EZIOKWU","https://open.spotify.com/track/3EfMWIEGQB24dQv5x4Hwvx","2024-12-19T15:47:17.012Z"
